#2MASS J,H, and K bands: http://www.ipac.caltech.edu/2mass/releases/allsky/doc/sec6_4a.html#rsr

Band J

1.062   0.
1.066   4.07068E-04
1.070   1.54293E-03
1.075   2.67013E-03
1.078   5.50643E-03
1.082   1.22532E-02
1.084   2.02928E-02
1.087   3.06470E-02
1.089   4.05135E-02
1.093   5.15324E-02
1.096   5.63529E-02
1.102   7.18073E-02
1.105   0.273603
1.107   0.340997
1.109   0.358446
1.112   0.380134
1.116   0.330668
1.117   0.239548
1.120   0.250062
1.123   0.283301
1.128   0.258233
1.129   0.251474
1.132   0.538119
1.134   0.223168
1.138   0.536893
1.140   0.110203
1.143   0.529207
1.147   0.261940
1.154   0.320155
1.159   0.174300
1.164   0.607031
1.167   0.617933
1.170   0.676289
1.173   0.727940
1.175   0.746531
1.179   0.830404
1.182   0.790307
1.186   0.809605
1.188   0.836888
1.192   0.835984
1.195   0.749936
1.199   0.708013
1.202   0.698759
1.209   0.704854
1.216   0.700382
1.221   0.732765
1.227   0.705725
1.231   0.842431
1.236   0.921873
1.240   0.952505
1.244   0.967585
1.247   0.959508
1.253   0.922697
1.255   0.892978
1.258   0.852943
1.260   0.802308
1.265   0.750078
1.270   0.678072
1.275   0.652417
1.279   0.638754
1.286   0.642413
1.292   0.648560
1.297   0.682380
1.302   0.752903
1.305   0.775942
1.307   0.811828
1.310   0.777008
1.313   0.721030
1.316   0.952459
1.319   0.855137
1.323   0.841401
1.326   1.00000
1.330   0.894736
1.333   0.854912
1.334   0.537894
1.336   0.279866
1.339   0.906532
1.343   0.689345
1.346   0.553327
1.349   0.243177
1.353   1.43760E-02
1.355   1.89290E-04
1.360   4.00791E-02
1.363   4.53595E-03
1.370   3.19968E-04
1.373   3.72168E-02
1.377   5.38436E-04
1.383   0.
1.388   1.44443E-04
1.392   3.29774E-03
1.395   3.14438E-04
1.396   8.47738E-03
1.397   2.53731E-02
1.398   0.118446
1.400   1.35728E-04
1.401   6.10438E-05
1.402   5.21326E-02
1.404   1.03768E-02
1.406   4.78050E-02
1.407   4.19727E-04
1.410   2.36641E-03
1.412   5.26108E-03
1.416   8.64765E-03
1.421   7.28868E-04
1.426   3.48399E-04
1.442   3.78145E-04
1.450   0.

Band H 


1.289   0.
1.315   5.91635E-08
1.341   1.27100E-07
1.368   0.
1.397   0.
1.418   1.71065E-05
1.440   5.11074E-04
1.462   2.76582E-03
1.478   8.08827E-03
1.486   2.87356E-02
1.493   8.71147E-02
1.504   0.201449
1.515   0.438159
1.528   0.686357
1.539   0.818076
1.546   0.882073
1.551   0.911825
1.556   0.926872
1.565   0.929288
1.572   0.872747
1.577   0.856619
1.583   0.882556
1.592   0.918084
1.597   0.926654
1.602   0.907594
1.613   0.925974
1.619   0.920496
1.628   0.924198
1.633   0.923533
1.642   0.941788
1.648   0.949134
1.657   0.980658
1.659   0.993744
1.671   1.00000
1.684   0.956052
1.701   0.924116
1.715   0.982120
1.727   0.991589
1.739   0.988683
1.746   0.979168
1.751   0.968184
1.753   0.937040
1.756   0.918998
1.764   0.842264
1.775   0.667111
1.785   0.269402
1.790   0.451630
1.796   0.173062
1.803   0.107726
1.810   7.07003E-02
1.813   5.10945E-03
1.818   1.99705E-02
1.828   3.91934E-04
1.835   1.53053E-06
1.850   5.94581E-05
1.871   0.
1.893   3.05088E-05
1.914   0.

Band K


1.900   0.
1.915   8.16050E-06
1.927   1.61002E-05
1.934   1.59036E-04
1.939   4.94992E-04
1.948   5.37610E-03
1.957   1.18628E-02
1.962   1.97031E-02
1.969   4.21742E-02
1.976   8.73064E-02
1.981   0.152759
1.989   0.248173
1.990   0.190245
1.998   0.233884
2.008   0.294551
2.014   0.398217
2.019   0.336603
2.028   0.620746
2.037   0.764986
2.045   0.746412
2.061   0.625063
2.072   0.725492
2.075   0.689468
2.082   0.787906
2.089   0.818135
2.099   0.822833
2.106   0.863294
2.113   0.877829
2.120   0.854895
2.124   0.895329
2.138   0.918862
2.145   0.926769
2.155   0.926657
2.169   0.900943
2.176   0.922819
2.185   0.842755
2.197   0.945854
2.208   0.980363
2.213   0.987926
2.218   0.984788
2.232   0.964659
2.237   0.981633
2.248   0.983449
2.256   0.961316
2.260   0.979226
2.263   1.00000
2.265   0.963168
2.270   0.981193
2.272   0.968068
2.276   0.910892
2.277   0.982136
2.281   0.889606
2.284   0.891766
2.286   0.942380
2.291   0.840424
2.293   0.804239
2.295   0.707670
2.297   0.657619
2.299   0.560736
2.306   0.443653
2.311   0.348239
2.316   0.230228
2.320   0.162597
2.325   0.135967
2.328   9.21021E-02
2.335   6.23901E-02
2.339   4.30926E-02
2.344   3.39814E-02
2.346   3.09546E-02
2.352   1.18112E-02
2.361   6.83260E-03
2.363   7.48518E-04
2.370   2.99553E-03
2.375   2.09686E-03
2.384   4.06306E-04
2.399   0.

