#from http://www.cvrl.org/ based on Stockman and Sharpe (2000)
524,  -0.12575,  -0.04393,  -1.75014
525,  -0.11776,  -0.03890,  -1.78735
526,  -0.11007,  -0.03421,  -1.82501
527,  -0.10272,  -0.02986,  -1.86305
528,  -0.09574,  -0.02586,  -1.90139
529,  -0.08916,  -0.02227,  -1.93996
530,  -0.08304,  -0.01910,  -1.97866
531,  -0.07738,  -0.01637,  -2.01743
532,  -0.07209,  -0.01400,  -2.05636
533,  -0.06704,  -0.01189,  -2.09553
534,  -0.06210,  -0.00994,  -2.13503
535,  -0.05714,  -0.00805,  -2.17496
536,  -0.05208,  -0.00615,  -2.21538
537,  -0.04701,  -0.00433,  -2.25624
538,  -0.04206,  -0.00269,  -2.29745
539,  -0.03735,  -0.00136,  -2.33891
540,  -0.03303,  -0.00043,  -2.38056
541,  -0.02918,  -0.00002,  -2.42230
542,  -0.02583,  -0.00013,  -2.46413
543,  -0.02296,  -0.00077,  -2.50607
544,  -0.02058,  -0.00191,  -2.54812
545,  -0.01866,  -0.00358,  -2.59028
546,  -0.01718,  -0.00572,  -2.63256
547,  -0.01601,  -0.00822,  -2.67498
548,  -0.01498,  -0.01093,  -2.71754
549,  -0.01395,  -0.01368,  -2.76026
550,  -0.01276,  -0.01634,  -2.80313
551,  -0.01130,  -0.01880,  -2.84617
552,  -0.00966,  -0.02118,  -2.88932
553,  -0.00798,  -0.02365,  -2.93253
554,  -0.00640,  -0.02637,  -2.97574
555,  -0.00505,  -0.02953,  -3.01890
556,  -0.00403,  -0.03323,  -3.06197
557,  -0.00330,  -0.03741,  -3.10495
558,  -0.00276,  -0.04192,  -3.14788
559,  -0.00233,  -0.04663,  -3.19077
560,  -0.00193,  -0.05142,  -3.23365
561,  -0.00150,  -0.05619,  -3.27653
562,  -0.00105,  -0.06102,  -3.31942
563,  -0.00063,  -0.06601,  -3.36228
564,  -0.00028,  -0.07126,  -3.40512
565,  -0.00006,  -0.07689,  -3.44790
566,   0.00000,  -0.08298,  -3.49061
567,  -0.00011,  -0.08952,  -3.53326
568,  -0.00039,  -0.09648,  -3.57583
569,  -0.00085,  -0.10380,  -3.61832
570,  -0.00149,  -0.11147,  -3.66073
571,  -0.00232,  -0.11946,  -3.70305
572,  -0.00339,  -0.12784,  -3.74527
573,  -0.00476,  -0.13670,  -3.78740
574,  -0.00649,  -0.14613,  -3.82942
575,  -0.00863,  -0.15622,  -3.87133
576,  -0.01121,  -0.16702,  -3.91312
577,  -0.01408,  -0.17840,  -3.95478
578,  -0.01705,  -0.19018,  -3.99632
579,  -0.01993,  -0.20220,  -4.03772
580,  -0.02252,  -0.21429,  -4.07899
581,  -0.02472,  -0.22632,  -4.12012
582,  -0.02663,  -0.23834,  -4.16109
583,  -0.02843,  -0.25044,  -4.20192
584,  -0.03033,  -0.26272,  -4.24259
585,  -0.03249,  -0.27526,  -4.28311
586,  -0.03507,  -0.28817,  -4.32346
587,  -0.03806,  -0.30148,  -4.36364
588,  -0.04142,  -0.31525,  -4.40365
589,  -0.04510,  -0.32951,  -4.44349
590,  -0.04907,  -0.34432,  -4.48316
591,  -0.05329,  -0.35969,  -4.52264
592,  -0.05775,  -0.37562,  -4.56194
593,  -0.06247,  -0.39207,  -4.60105
594,  -0.06746,  -0.40900,  -4.63998
595,  -0.07271,  -0.42637,  -4.67871
596,  -0.07823,  -0.44417,  -4.71725
597,  -0.08401,  -0.46240,  -4.75559
598,  -0.09001,  -0.48107,  -4.79373
599,  -0.09622,  -0.50020,  -4.83167
600,  -0.10261,  -0.51981,  -4.86941
601,  -0.10916,  -0.53990,  -4.90694
602,  -0.11593,  -0.56045,  -4.94426
603,  -0.12295,  -0.58145,  -4.98137
604,  -0.13029,  -0.60287,  -5.01827
605,  -0.13801,  -0.62468,  -5.05496
606,  -0.14613,  -0.64686,  -5.09143
607,  -0.15465,  -0.66939,  -5.12769
608,  -0.16354,  -0.69227,  -5.16373
609,  -0.17277,  -0.71546,  -5.19955
610,  -0.18231,  -0.73896,  -5.23514
611,  -0.19215,  -0.76275,  -5.27052
612,  -0.20228,  -0.78684,  -5.30568
613,  -0.21273,  -0.81124,  -5.34061
614,  -0.22350,  -0.83597,  -5.37532
615,  -0.23461,  -0.86103,  -5.40980
616,  -0.24607,  -0.88645,
617,  -0.25783,  -0.91220,
618,  -0.26982,  -0.93830,
619,  -0.28201,  -0.96473,
620,  -0.29432,  -0.99150,
621,  -0.30674,  -1.01858,
622,  -0.31939,  -1.04596,
623,  -0.33243,  -1.07358,
624,  -0.34601,  -1.10142,
625,  -0.36030,  -1.12943,
626,  -0.37542,  -1.15759,
627,  -0.39127,  -1.18590,
628,  -0.40776,  -1.21441,
629,  -0.42475,  -1.24314,
630,  -0.44212,  -1.27212,
631,  -0.45978,  -1.30137,
632,  -0.47769,  -1.33086,
633,  -0.49582,  -1.36056,
634,  -0.51416,  -1.39045,
635,  -0.53269,  -1.42049,
636,  -0.55139,  -1.45068,
637,  -0.57023,  -1.48110,
638,  -0.58918,  -1.51185,
639,  -0.60820,  -1.54306,
640,  -0.62726,  -1.57482,
641,  -0.64637,  -1.60717,
642,  -0.66566,  -1.63988,
643,  -0.68529,  -1.67262,
644,  -0.70542,  -1.70510,
645,  -0.72621,  -1.73699,
646,  -0.74780,  -1.76809,
647,  -0.77013,  -1.79861,
648,  -0.79311,  -1.82889,
649,  -0.81665,  -1.85925,
650,  -0.84067,  -1.89000,
651,  -0.86509,  -1.92141,
652,  -0.88985,  -1.95344,
653,  -0.91491,  -1.98600,
654,  -0.94025,  -2.01900,
655,  -0.96582,  -2.05233,
656,  -0.99158,  -2.08591,
657,  -1.01754,  -2.11971,
658,  -1.04369,  -2.15368,
659,  -1.07006,  -2.18780,
660,  -1.09663,  -2.22203,
661,  -1.12342,  -2.25633,
662,  -1.15043,  -2.29061,
663,  -1.17764,  -2.32476,
664,  -1.20506,  -2.35868,
665,  -1.23268,  -2.39227,
666,  -1.26050,  -2.42545,
667,  -1.28853,  -2.45830,
668,  -1.31676,  -2.49092,
669,  -1.34521,  -2.52341,
670,  -1.37388,  -2.55589,
671,  -1.40278,  -2.58845,
672,  -1.43191,  -2.62108,
673,  -1.46127,  -2.65378,
674,  -1.49089,  -2.68655,
675,  -1.52075,  -2.71938,
676,  -1.55087,  -2.75226,
677,  -1.58124,  -2.78520,
678,  -1.61183,  -2.81818,
679,  -1.64264,  -2.85123,
680,  -1.67365,  -2.88433,
681,  -1.70485,  -2.91750,
682,  -1.73631,  -2.95079,
683,  -1.76808,  -2.98425,
684,  -1.80024,  -3.01795,
685,  -1.83284,  -3.05194,
686,  -1.86590,  -3.08623,
687,  -1.89927,  -3.12069,
688,  -1.93274,  -3.15516,
689,  -1.96611,  -3.18945,
690,  -1.99917,  -3.22339,
691,  -2.03177,  -3.25686,
692,  -2.06399,  -3.28991,
693,  -2.09595,  -3.32262,
694,  -2.12779,  -3.35508,
695,  -2.15963,  -3.38741,
696,  -2.19157,  -3.41966,
697,  -2.22362,  -3.45187,
698,  -2.25573,  -3.48405,
699,  -2.28788,  -3.51622,
700,  -2.32004,  -3.54839,
701,  -2.35220,  -3.58057,
702,  -2.38440,  -3.61281,
703,  -2.41671,  -3.64515,
704,  -2.44920,  -3.67763,
705,  -2.48194,  -3.71031,
706,  -2.51497,  -3.74321,
707,  -2.54826,  -3.77626,
708,  -2.58174,  -3.80941,
709,  -2.61534,  -3.84257,
710,  -2.64902,  -3.87567,
711,  -2.68271,  -3.90864,
712,  -2.71635,  -3.94146,
713,  -2.74989,  -3.97412,
714,  -2.78329,  -4.00660,
715,  -2.81649,  -4.03889,
716,  -2.84945,  -4.07097,
717,  -2.88223,  -4.10289,
718,  -2.91489,  -4.13469,
719,  -2.94750,  -4.16642,
720,  -2.98012,  -4.19812,
721,  -3.01280,  -4.22983,
722,  -3.04551,  -4.26151,
723,  -3.07819,  -4.29312,
724,  -3.11077,  -4.32461,
725,  -3.14321,  -4.35592,
726,  -3.17547,  -4.38704,
727,  -3.20755,  -4.41798,
728,  -3.23951,  -4.44878,
729,  -3.27137,  -4.47948,
730,  -3.30318,  -4.51014,
731,  -3.33497,  -4.54077,
732,  -3.36677,  -4.57140,
733,  -3.39861,  -4.60204,
734,  -3.43052,  -4.63269,
735,  -3.46253,  -4.66338,
736,  -3.49464,  -4.69408,
737,  -3.52678,  -4.72473,
738,  -3.55883,  -4.75522,
739,  -3.59069,  -4.78546,
740,  -3.62227,  -4.81534,
741,  -3.65348,  -4.84480,
742,  -3.68442,  -4.87394,
743,  -3.71519,  -4.90288,
744,  -3.74590,  -4.93176,
745,  -3.77667,  -4.96070,
746,  -3.80758,  -4.98981,
747,  -3.83860,  -5.01904,
748,  -3.86965,  -5.04833,
749,  -3.90068,  -5.07760,
750,  -3.93161,  -5.10679,
751,  -3.96239,  -5.13584,
752,  -3.99302,  -5.16474,
753,  -4.02351,  -5.19349,
754,  -4.05387,  -5.22209,
755,  -4.08412,  -5.25055,
756,  -4.11426,  -5.27886,
757,  -4.14433,  -5.30708,
758,  -4.17435,  -5.33524,
759,  -4.20436,  -5.36340,
760,  -4.23438,  -5.39159,
761,  -4.26443,  -5.41985,
762,  -4.29447,  -5.44814,
763,  -4.32445,  -5.47640,
764,  -4.35431,  -5.50458,
765,  -4.38399,  -5.53262,
766,  -4.41348,  -5.56049,
767,  -4.44282,  -5.58824,
768,  -4.47210,  -5.61594,
769,  -4.50141,  -5.64365,
770,  -4.53081,  -5.67146,
771,  -4.56037,  -5.69940,
772,  -4.59000,  -5.72740,
773,  -4.61960,  -5.75534,
774,  -4.64907,  -5.78314,
775,  -4.67830,  -5.81067,
776,  -4.70721,  -5.83787,
777,  -4.73587,  -5.86479,
778,  -4.76433,  -5.89151,
779,  -4.79271,  -5.91813,
780,  -4.82106,  -5.94471,
781,  -4.84947,  -5.97134,
782,  -4.87791,  -5.99800,
783,  -4.90636,  -6.02466,
784,  -4.93478,  -6.05128,
785,  -4.96314,  -6.07785,
786,  -4.99142,  -6.10433,
787,  -5.01964,  -6.13074,
788,  -5.04780,  -6.15710,
789,  -5.07592,  -6.18343,
790,  -5.10404,  -6.20974,
791,  -5.13215,  -6.23606,
792,  -5.16024,  -6.26233,
793,  -5.18829,  -6.28853,
794,  -5.21625,  -6.31461,
795,  -5.24411,  -6.34051,
796,  -5.27185,  -6.36622,
797,  -5.29945,  -6.39173,
798,  -5.32693,  -6.41707,
799,  -5.35428,  -6.44226,
800,  -5.38150,  -6.46732,
801,  -5.40862,  -6.49227,
802,  -5.43566,  -6.51716,
803,  -5.46268,  -6.54203,
804,  -5.48972,  -6.56693,
805,  -5.51683,  -6.59192,
806,  -5.54404,  -6.61701,
807,  -5.57132,  -6.64218,
808,  -5.59861,  -6.66736,
809,  -5.62586,  -6.69251,
810,  -5.65303,  -6.71758,
811,  -5.68006,  -6.74251,
812,  -5.70694,  -6.76731,
813,  -5.73368,  -6.79197,
814,  -5.76026,  -6.81650,
815,  -5.78669,  -6.84090,
816,  -5.81296,  -6.86518,
817,  -5.83911,  -6.88937,
818,  -5.86518,  -6.91353,
819,  -5.89120,  -6.93768,
820,  -5.91722,  -6.96187,
821,  -5.94325,  -6.98614,
822,  -5.96929,  -7.01048,
823,  -5.99533,  -7.03487,
824,  -6.02135,  -7.05929,
825,  -6.04732,  -7.08374,
826,  -6.07324,  -7.10819,
827,  -6.09908,  -7.13264,
828,  -6.12483,  -7.15706,
829,  -6.15048,  -7.18143,
830,  -6.17600,  -7.20576,
